Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
12745,Puyo Pop Fever (JP sales),Puzzle,E,DS,Atlus,Sega,,,0.09,,,0.09,,2005.0
12746,Dragon Ball Kai: Ultimate Butouden,Fighting,,DS,Namco Bandai,Namco Bandai Games,,,0.09,,,0.09,,2011.0
12747,InuYasha: Secret of the Divine Jewel,Role-Playing,E10,DS,Namco Bandai,Art,,,0.09,0.09,,,0.01,2007.0
12748,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),Strategy,E,PS2,Konami,Konami,,,0.09,0.05,0.04,,0.01,2008.0
12749,Grand Ages: Medieval,Strategy,T,PS4,Kalypso Media,Gaming Minds Studios,,,0.09,,0.05,0.03,0.01,2015.0
12750,I Love Puppies,Simulation,E,DS,Destineer,LvivMedia,,,0.09,0.09,,,0.01,2010.0
12751,Shin Megami Tensei,Role-Playing,,PS,Atlus,Atlus Co.,,,0.09,,,0.09,0.01,2001.0
12752,Driver: Renegade,Racing,M,3DS,Ubisoft,Ubisoft,3.5,,0.09,0.05,0.04,,0.01,2011.0
12753,Trivial Pursuit unhinged,Misc,T,XB,Atari,Artech Studios,,,0.09,0.07,0.02,,0.0,2004.0
12754,Beowulf: The Game,Action,M,PSP,Ubisoft,Ubisoft,,,0.09,0.08,0.0,,0.01,2007.0
12755,Green Lantern: Rise of the Manhunters,Action,E10,Wii,Warner Bros. Interactive,Griptonite Games,5.5,,0.09,0.05,0.03,,0.01,2011.0
12756,Truth or Lies,Misc,T,PS3,THQ,Big Ant Studios,,,0.09,0.06,0.02,,0.01,2010.0
12757,The Revenge of Shinobi,Platform,E,GBA,THQ,3d6 Games,,,0.09,0.07,0.02,,0.0,2002.0
12758,Samurai Shodown Anthology,Fighting,T,PSP,SNK Playmore,SNK Playmore Corporation,,,0.09,0.08,0.0,,0.01,2009.0
12759,Mind Quiz,Action,E,PSP,Ubisoft,Sega,,,0.09,0.08,0.01,,0.01,2006.0
12760,Bloody Roar 4,Fighting,M,PS2,Hudson Soft,Eighting/Raizing,,,0.09,0.05,0.04,,0.01,2003.0
12761,Let's Ride! Silver Buckle Stables,Sports,E,PS2,THQ,Coresoft,,,0.09,0.05,0.04,,0.01,2006.0
12762,Cabela's Big Game Hunter,Sports,T,GBA,10TACLE Studios,ImageBuilder Software,,,0.09,0.07,0.02,,0.0,2002.0
12763,I-Ninja,Platform,T,GC,Namco,Argonaut Games,7.2,,0.09,0.07,0.02,,0.0,2003.0
12764,Earth Defense Force 2: Invaders from Planet Space,Action,T,PSV,Xseed Games,Sandlot,,,0.09,0.04,0.0,0.04,0.01,2015.0
12765,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,Sports,,PS2,Konami,Konami,,,0.09,,,0.09,,2010.0
12766,Alvin and the Chipmunks: Chipwrecked,Misc,E10,Wii,Majesco,Behaviour Interactive,,,0.09,0.07,0.01,,0.01,2011.0
12767,Dragon Tales: Dragon Seek,Platform,E,PS,NewKidCo,Zed Two Limited,,,0.09,0.05,0.03,,0.01,2000.0
12768,Age of Empires II: The Age of Kings,Strategy,T,PC,Microsoft,Ensemble Studios,9.3,,0.09,0.01,0.08,,0.01,1999.0
12769,Burnout Paradise: The Ultimate Box,Racing,E10,PC,Electronic Arts,Criterion Games,,,0.09,,0.09,,0.01,2009.0
12770,Yourself Fitness,Sports,E,XB,responDESIGN,"responDESIGN, Inc.",,,0.09,0.07,0.02,,0.0,2004.0
12771,Tak: The Great Juju Challenge,Platform,E,DS,THQ,Avalanche Software,,,0.09,0.09,,,0.01,2005.0
12772,Jimmie Johnson's Anything With an Engine,Racing,E10,X360,Konami,Isopod Labs,7.3,,0.09,0.08,,,0.01,2011.0
12773,Generator Rex: Agent of Providence,Action,E10,Wii,Activision,Virtuos,,,0.09,0.07,0.01,,0.01,2011.0
12774,Angry Birds: Star Wars,Puzzle,E,PSV,Activision,Exient Entertainment,,,0.09,0.03,0.04,,0.02,2013.0
12775,echochrome,Puzzle,E,PSP,Sony Computer Entertainment,SCE Japan Studio,7.6,,0.09,,0.01,0.08,0.0,2008.0
12776,Yaiba: Ninja Gaiden Z,Misc,,PS3,Tecmo Koei,Unknown,,,0.09,0.05,0.03,,0.02,2014.0
12777,Halo 2,Shooter,M,PC,Microsoft Game Studios,Hired Gun,6.9,,0.09,0.01,0.06,,0.01,2007.0
12778,NHL 2K8,Sports,E10,PS3,2K Sports,Kush Games,,,0.09,0.08,0.01,,0.01,2007.0
12779,MotoGP 14,Racing,E,X360,Namco Bandai Games,Milestone S.r.l.,,,0.09,0.05,0.03,,0.01,2014.0
12780,Resident Evil Chronicles HD,Shooter,,PS3,Capcom,Capcom,,,0.09,,,0.09,,2012.0
12781,Return Fire,Strategy,E,PS,Time Warner Interactive,Silent Software Inc.,,,0.09,0.05,0.03,,0.01,1996.0
12782,Wild ARMs: Alter Code F,Role-Playing,T,PS2,Agetec,Media.Vision,7.2,,0.09,0.05,0.04,,0.01,2005.0
12783,Bomberman Max 2: Blue Advance,Puzzle,E,GBA,Majesco,Hudson Soft,7.3,,0.09,0.07,0.02,,0.0,2002.0
12784,Angry Birds: Rio,Puzzle,,PC,Focus Home Interactive,Rovio Mobile,,,0.09,,0.07,,0.02,2011.0
12785,Castlevania: Lords of Shadow 2,Action-Adventure,M,X360,Konami Digital Entertainment,Mercury Steam,,,0.09,0.02,0.06,,0.01,2014.0
12786,Digimon All-Star Rumble,Fighting,,PS3,Namco Bandai Games,PROPE,,,0.09,0.06,0.02,,0.02,2014.0
12787,Singstar: Ultimate Party,Music,,PS3,Sony Computer Entertainment Europe,London Studios,,,0.09,,0.08,,0.01,2014.0
12788,Kawasaki Quad Bikes,Racing,E,Wii,Destineer,Data Design Interactive,,,0.09,0.07,0.01,,0.01,2007.0
12789,Alien Monster Bowling League,Sports,E10,Wii,Destineer,Perpetual FX Creative,,,0.09,0.09,,,0.01,2009.0
12790,Ben 10 Galactic Racing,Racing,E,PS3,D3 Publisher,Monkey Bar Games,,,0.09,0.06,0.02,,0.01,2011.0
12791,Shrek SuperSlam,Action,E10,XB,Activision,Shaba Games,,,0.09,0.07,0.02,,0.0,2005.0
12792,Rugby League Live 4,Sports,,PS4,Tru Blu Entertainment,Big Ant Studios,,,0.09,,0.08,,0.01,2017.0
12793,Mimana Iyar Chronicle,Role-Playing,T,PSP,Aksys Games,"Kogado Studio, Inc.",,,0.09,0.07,,0.01,0.01,2010.0
12794,Rapid Reload,Shooter,,PS,Sony Computer Entertainment,Media.Vision,,,0.09,,,0.09,0.01,1995.0
12795,New Legends,Action,T,XB,THQ,Infinite Machine,,,0.09,0.07,0.02,,0.0,2002.0
12796,Raiden Fighters Aces,Shooter,E10,X360,Valcon Games,Gulti,,,0.09,0.06,0.03,,0.01,2009.0
12797,Total Overdose: A Gunslinger's Tale in Mexico,Shooter,M,PS2,Eidos Interactive,Deadline Games,,,0.09,0.04,0.04,,0.01,2005.0
12798,Island Xtreme Stunts,Action,E,PS2,Electronic Arts,Silicon Dreams,,,0.09,0.04,0.03,,0.01,2002.0
12799,Hearts of Iron III,Strategy,E10,PC,Paradox Interactive,Paradox Interactive,7.9,,0.09,0.04,0.04,,0.01,2009.0
12800,Agassi Tennis Generation,Sports,E,PS2,DreamCatcher Interactive,Aqua Pacific,,,0.09,0.04,0.03,,0.01,2003.0
12801,Fighting Fantasy: The Warlock of Firetop Mountain,Role-Playing,T,DS,Aspyr,Big Blue Bubble,,,0.09,0.08,,,0.01,2009.0
12802,Metal Slug X,Shooter,T,PS,Agetec,ProSoft,,,0.09,0.05,0.03,,0.01,2001.0
12803,GripShift,Racing,E,PSP,Sony Computer Entertainment,Sidhe Interactive,7.1,,0.09,0.08,0.0,,0.01,2005.0
12804,Junior Mystery Quest,Puzzle,E,DS,Unknown,Navarre Corp,,,0.09,0.07,0.01,,0.01,2011.0
12805,Running Wild,Racing,E,PS,Sony Computer Entertainment,Blue Shift,,,0.09,0.05,0.03,,0.01,1998.0
12806,Invizimals: The Alliance,Action-Adventure,E10,PSV,Sony Computer Entertainment,Novarama,,,0.09,0.0,0.07,,0.02,2014.0
12807,Jenga World Tour,Misc,E,DS,Atari,Atomic Planet Entertainment,,,0.09,0.08,0.0,,0.01,2007.0
12808,Romance of the Three Kingdoms X,Strategy,T,PS2,KOEI,Koei,,,0.09,0.04,0.03,,0.01,2005.0
12809,Brigandine: The Legend of Forsena,Strategy,E,PS,Atlus,Hearty Robin,,,0.09,0.05,0.03,,0.01,1998.0
12810,U-Sing 2,Misc,,Wii,Mindscape,Mindscape Inc.,,,0.09,,0.08,,0.01,2010.0
12811,MX SuperFly featuring Ricky Carmichael,Racing,E,GC,THQ,Pacific Coast Power & Light,,,0.09,0.07,0.02,,0.0,2002.0
12812,Disney's The Haunted Mansion,Platform,T,XB,TDK Mediactive,High Voltage Software,,,0.09,0.07,0.02,,0.0,2003.0
12813,Sound Novel Machi,Adventure,,SAT,ChunSoft,ChunSoft,,,0.09,,,0.09,0.0,1998.0
12814,American Truck Simulator,Simulation,E,PC,SCS Software,SCS Software,,,0.09,,0.09,,0.01,2016.0
12815,Bass Pro Shops: The Hunt,Sports,T,X360,Griffin International,Piranha Games,,,0.09,0.08,,,0.01,2010.0
12816,Go Play: City Sports,Sports,E,Wii,Majesco,Digital Embryo,,,0.09,0.08,,,0.01,2009.0
12817,The Daring Game for Girls,Adventure,E,Wii,Majesco,WXP,,,0.09,0.09,,,0.01,2010.0
12818,FIFA 2001: Major League Soccer,Sports,E,PS2,EA Sports,EA Canada,,,0.09,,,0.09,,2000.0
12819,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,Sports,,PS2,Konami,PawaPuro Production,,,0.09,,,0.09,,2007.0
12820,Riviera: The Promised Land,Role-Playing,T,PSP,Atlus,Sting,,,0.09,0.07,0.0,0.02,0.01,2007.0
12821,Super Street Fighter II Turbo,Fighting,,3DO,Panasonic Interactive Media,Capcom,,,0.09,,,0.09,,1994.0
12822,Skies of Arcadia,Role-Playing,T,DC,Sega,Overworks,9.2,,0.09,,,0.09,,2000.0
12823,Toy Soldiers: War Chest,Action,T,PS4,Ubisoft,Signal Studios,,,0.09,0.07,,,0.02,2015.0
12824,God Eater Resurrection,Action,,PS4,Namco Bandai Games,Namco Bandai Games,,,0.09,,,0.09,,2016.0
12825,NASCAR: Dirt to Daytona,Racing,E,GC,Infogrames,Monster Games Inc.,,,0.09,0.07,0.02,,0.0,2002.0
12826,Demon Chaos,Action,,PS2,Unknown,Genki,,,0.09,,,0.09,,2002.0
12827,Road Trip,Racing,E,PS2,Conspiracy Entertainment,E-game,,,0.09,0.04,0.03,,0.01,2002.0
12828,Blood of Bahamut,Role-Playing,,DS,Square Enix,Square Enix,,,0.09,,,0.09,,2009.0
12829,Challenge Me: Brain Puzzles 2,Puzzle,E,DS,O-Games,O Games,,,0.09,0.05,0.04,,0.01,2010.0
12830,Just Dance Wii U,Misc,,WiiU,Nintendo,Unknown,,,0.09,,,0.09,,2014.0
12831,Major League Baseball 2K11,Sports,E,DS,2K Sports,Visual Concepts,,,0.09,0.08,,,0.01,2011.0
12832,Tom Clancy's EndWar,Strategy,T,DS,Ubisoft,Funatics Software,,,0.09,0.08,0.01,,0.01,2008.0
12833,Puchi Puchi Virus,Puzzle,E,DS,NIS America,Keys Factory,7.4,,0.09,0.08,,,0.01,2009.0
12834,Quiz Magic Academy DS: Futatsu no Jikuu Koku,Misc,,DS,Konami,Konami,,,0.09,,,0.09,,2010.0
12835,Lilie no Atelier: Salburg no Renkinjutsushi 3,Role-Playing,,PS2,Gust,Gust,,,0.09,,,0.09,,2001.0
12836,Animal Planet: Vet Life,Simulation,E,Wii,Activision,Activision,,,0.09,0.08,0.0,,0.01,2009.0
12837,Top Gun: Firestorm Advance,Shooter,E,GBA,Titus,Titus Software,,,0.09,0.07,0.02,,0.0,2002.0
12838,Wonder World Amusement Park,Misc,E,DS,Majesco,Coyote Console,,,0.09,0.08,0.0,,0.01,2009.0
12839,NERF N-Strike: Double Blast Bundle,Shooter,E10,Wii,Electronic Arts,EA Salt Lake,,,0.09,0.09,,,0.01,2010.0
12840,The Wolf Among Us,Adventure,M,PS3,Telltale Games,Telltale Games,,,0.09,0.05,0.02,,0.02,2014.0
12841,Project Eden,Action,T,PS2,Eidos Interactive,Core Design Ltd.,,,0.09,0.04,0.03,,0.01,2001.0
12842,Persona 4 Arena Ultimax,Fighting,T,X360,Atlus,Arc System Works,,,0.09,0.07,0.01,,0.01,2014.0
12843,Dark Souls Trilogy,Role-Playing,M,PS4,Bandai Namco Entertainment,From Software,,,0.09,0.07,,0.01,0.02,2018.0
12844,JASF: Jane's Advanced Strike Fighters,Simulation,T,X360,Unknown,Trickstar Games,,,0.09,0.06,0.02,,0.01,2011.0
12845,Def Jam Fight For NY: The Takeover,Action,M,PSP,Electronic Arts,Aki Corp,8.0,,0.09,0.08,0.0,,0.01,2006.0
12846,Dynasty Warriors 8: Empires,Misc,,PS3,Tecmo Koei,Unknown,,,0.09,,,0.09,,2015.0
12847,Pro Yakyuu Spirits 2014,Sports,,PSP,Konami Digital Entertainment,Konami,,,0.09,,,0.09,,2014.0
12848,Back to the Future: The Game,Adventure,T,PS3,Telltale Games,Telltale Games,,,0.09,0.07,0.01,,0.01,2011.0
12849,Ghosthunter,Action,T,PS2,Namco,SCEE Cambridge,,,0.09,0.04,0.03,,0.01,2004.0
12850,The Amazing Spider-Man (2012),Action-Adventure,T,WiiU,Activision,Beenox,6.0,,0.09,0.05,0.04,,0.01,2013.0
12851,Last Rebellion,Role-Playing,T,PS3,NIS America,Hit Maker,4.8,,0.09,0.06,0.01,0.01,0.01,2010.0
12852,Seven: Molmorth no Kiheitai,Action,,PS2,Namco,Namco,,,0.09,,,0.09,,2000.0
12853,Doraemon: Nobita to Midori no Kyojinden DS,Platform,,DS,Sega,Inti Creates,,,0.09,,,0.09,,2008.0
12854,Beyblade Evolution,Action,E,3DS,D3 Publisher,Rising Star Games,,,0.09,0.06,0.02,,0.01,2013.0
12855,Hello Kitty's Cube Frenzy,Puzzle,E,PS,NewKidCo,Culture Publishers,,,0.09,0.05,0.03,,0.01,1999.0
12856,Lock's Quest,Strategy,E,DS,THQ,5TH Cell,,,0.09,0.08,0.0,0.0,0.01,2008.0
12857,Legend of the Guardians: The Owls of Ga'Hoole,Action,E10,PS3,Warner Bros. Interactive,Krome Studios,,,0.09,0.07,0.01,,0.01,2010.0
12858,Obscure: The Aftermath,Adventure,M,PSP,Playlogic Game Factory,Hydravision Entertainment,6.5,,0.09,0.05,0.03,,0.01,2009.0
12859,The Seven Deadly Sins: Unjust Sin,Adventure,,3DS,Namco Bandai Games,Namco Bandai Games,,,0.09,,,0.09,,2015.0
12860,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,Sports,,PS2,Konami,Diamond Head,,,0.09,,,0.09,,2002.0
12861,Astro Boy: Omega Factor,Action,E,GBA,Sega,Hitmaker,8.8,,0.09,0.06,0.02,,0.0,2004.0
12862,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Misc,,Wii,Hudson Soft,Xing Inc.,,,0.09,,,0.09,,2010.0
12863,Spectral Force Genesis,Role-Playing,T,DS,Ignition Entertainment,Neverland Company,,,0.09,0.08,,0.01,0.01,2010.0
12864,Fullmetal Alchemist: Dual Sympathy,Role-Playing,T,DS,Destineer,Bandai,,,0.09,0.05,0.0,0.04,0.0,2006.0
12865,Cardfight!! Vanguard: Ride to Victory!!,Strategy,,3DS,FuRyu Corporation,FuRyu,,,0.09,,,0.09,,2013.0
12866,Brain Age: Concentration Training,Education,E,3DS,Nintendo,Nintendo,7.5,,0.09,0.08,,,0.01,2013.0
12867,Jikkyou Powerful Pro Yakyuu Portable 2,Sports,,PSP,Konami,PawaPuro Productions,,,0.09,,,0.09,,2007.0
12868,Tornado Outbreak,Action,E10,PS3,Konami,Loose Cannon Studios,,,0.09,0.08,0.0,,0.01,2009.0
12869,Import Tuner Challenge (American sales),Racing,E,X360,Ubisoft,Genki,6.4,,0.09,0.07,0.01,,0.01,2006.0
12870,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,Misc,,PSP,Sega,Sega,,,0.09,,,0.09,,2006.0
12871,Rugby 2005,Sports,E,PS2,EA Sports,HB Studios Multimedia,,,0.09,0.04,0.03,,0.01,2005.0
12872,Ochaken no Heya DS 2,Simulation,,DS,MTO,MTO,,,0.09,,,0.09,,2007.0
12873,Batman Beyond: Return of the Joker,Action,E,N64,Ubisoft,Kemco,2.0,,0.09,0.07,0.02,,0.0,2000.0
12874,Castlevania Dracula X,Platform,E,SNES,Konami,Konami,,,0.09,0.03,0.01,0.05,,1995.0
12875,Golden Nugget 64,Misc,E,N64,Electronic Arts,Westwood Studios,,,0.09,0.07,0.02,,0.0,1998.0
12878,Robotron 64,Shooter,T,N64,Crave Entertainment,Player 1,,,0.09,0.07,0.02,,0.0,1998.0
12879,Saikyou Habu Shogi,Misc,,N64,Seta Corporation,Seta Corporation,,,0.09,,,0.06,0.03,1996.0
12880,V-Rally Edition 99,Racing,E,N64,Infogrames,Eden Studios,,,0.09,0.07,0.02,,0.0,1999.0
12881,Playmobil Circus,Action,E,Wii,DreamCatcher Interactive,Morgen Studios,,,0.09,0.06,0.02,,0.01,2009.0
12882,Quantum Theory,Shooter,M,X360,Tecmo Koei,Team Tachyon,,,0.09,0.06,0.02,0.0,0.01,2010.0
12883,The X-Factor,Misc,,X360,Deep Silver,Deep Silver,,,0.09,,0.08,,0.01,2010.0
12884,Naruto RPG 3: Rejiuu vs Konoha Shoutai,Role-Playing,,DS,Takara Tomy,Takara Tomy,,,0.09,,,0.09,,2006.0
12885,Pro Evolution Soccer 2012,Sports,,PC,Konami,Konami,7.0,,0.09,,0.07,,0.02,2011.0
12886,NASCAR The Game: Inside Line,Racing,E,PS3,Activision,Eutechnyx,,,0.09,0.07,,,0.02,2012.0
12887,Tunnel B1,Shooter,E,PS,Acclaim Entertainment,Neon,,,0.09,0.05,0.03,,0.01,1996.0
12888,2-in-1 Game Pack: Spider-Man & Spider-Man 2,Platform,E,GBA,Activision,Digital Eclipse,,,0.09,0.06,0.02,,0.0,2005.0
12889,Scooby-Doo! Unmasked,Platform,E,DS,THQ,Artificial Mind and Movement,,,0.09,0.07,0.01,,0.01,2005.0
12890,Porsche Challenge,Racing,E,PS,Sony Computer Entertainment,SCEE London Studio,,,0.09,0.05,0.03,,0.01,1997.0
12891,Dragon Ball Z: Shin Butouden,Fighting,,SAT,Bandai,Bandai,,,0.09,,,0.09,0.0,1995.0
12892,Super Robot Taisen MX Portable,Strategy,,PSP,Banpresto,Banpresto,,,0.09,,,0.09,,2005.0
12893,Detana TwinBee Yahho! Deluxe Pack,Shooter,,PS,Konami,Konami,,,0.09,,,0.08,0.01,1995.0
12894,Beyblade Burst,Role-Playing,,3DS,FuRyu Corporation,FuRyu,,,0.09,,,0.09,,2016.0
12895,New Class of Heroes Mono: Toki no Gakuen,Role-Playing,,PSP,Acquire,ZeroDiv,,,0.09,,,0.09,,2012.0
12896,Space Chimps,Platform,E10,Wii,Brash Entertainment,Red Tribe,,,0.09,0.08,0.0,,0.01,2008.0
12897,Uta no?Prince-sama? MUSIC 2,Music,,PSP,Broccoli,Nippon Ichi Software,,,0.09,,,0.09,,2013.0
12898,Sega Casino,Misc,T,DS,Sega,TOSE,,,0.09,0.08,0.0,,0.01,2005.0
12899,"Saiyuuki: Kinkaku, Ginkaku no Inbou",Role-Playing,,DS,D3 Publisher,D3 Publisher,,,0.09,,,0.09,,2007.0
12900,World Championship Games: A Track & Field Event,Sports,E,DS,Game Factory,Code Monkeys,,,0.09,0.08,,,0.01,2009.0
12901,Bleach: Heat the Soul 6,Fighting,,PSP,Sony Computer Entertainment,Eighting,,,0.09,,,0.09,,2009.0
12902,Justice League Heroes,Role-Playing,E10,DS,Warner Bros. Interactive,Sensory Sweep,,,0.09,0.08,0.0,,0.01,2006.0
12903,Fishing Master World Tour,Sports,E,Wii,Hudson Entertainment,Hudson Soft,,,0.09,0.08,,,0.01,2009.0
12904,Scrabble,Misc,E,PSP,Electronic Arts,Stainless Games,,,0.09,0.08,,,0.01,2009.0
12905,Soul Nomad & the World Eaters (JP sales),Role-Playing,T,PS2,NIS America,Nippon Ichi Software,,,0.09,,,0.09,,2007.0
12906,Damnation,Shooter,M,PS3,Codemasters,Blue Omega Entertainment,3.6,,0.09,0.07,0.01,,0.01,2009.0
12907,Paragon,Action,T,PS4,Sony Interactive Entertainment,Epic Games,,,0.09,0.07,,,0.02,2016.0
12908,Borderlands 2 VR,Shooter,M,PS4,2K Games,Gearbox Software,,,0.09,0.07,,,0.02,2018.0
12909,Deadliest Catch: Sea of Chaos,Sports,E10,X360,Crave Entertainment,Double Tap,,,0.09,0.08,,,0.01,2010.0
12910,Zoids Assault,Strategy,T,X360,Atlus,Atlus Co.,5.2,,0.09,0.08,,,0.01,2008.0
12911,Mystic Heroes,Action,T,GC,KOEI,Koei,6.8,,0.09,0.03,0.01,0.04,0.0,2002.0
12912,Dragon Quest Heroes I & II for Nintendo Switch,Role-Playing,,NS,Square Enix,Omega Force,,,0.09,,,0.09,,2017.0
12913,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,Misc,,PS2,Hackberry,Hack Berry,,,0.09,,,0.09,,2007.0
12914,GRID: Autosport,Racing,E,X360,Codemasters,Codemasters,,,0.09,0.03,0.05,,0.01,2014.0
12915,Defender,Shooter,T,XB,Midway Games,7 Studios,,,0.09,0.07,0.02,,0.0,2002.0
12916,Dora's Big Birthday Adventure,Misc,E,DS,2K Play,"Black Lantern Studios, Inc.",,,0.09,0.08,0.01,,0.01,2010.0
12917,FIFA Street 3,Sports,E,DS,EA Sports BIG,EA Canada,,,0.09,0.06,0.02,,0.01,2008.0
12918,Train Sim World,Simulation,,PS4,Maximum Games,Dovetail Games,,,0.09,0.05,0.03,,0.02,2018.0
12919,Captain Tsubasa: Aratanaru Densetsu Joshou,Sports,,PS,Konami,Konami,,,0.09,,,0.08,0.01,2002.0
12920,Blood: The Last Vampire (Joukan),Adventure,,PS2,Sony Computer Entertainment,Sugar & Rockets,,,0.09,,,0.09,,2000.0
12921,Cake Mania: Main Street,Simulation,E10,DS,Majesco,Sandlot Games,,,0.09,0.08,,,0.01,2011.0
12922,Pillow Pets,Adventure,E,DS,GameMill,GameMill Publishing,,,0.09,0.08,,,0.01,2011.0
12923,Clockwork Knight,Platform,E,SAT,Sega,Sega-AM7,,,0.09,,,0.09,0.0,1995.0
12924,Viewtiful Joe: Red Hot Rumble,Action,T,PSP,Capcom,Clover Studio,,,0.09,0.08,0.0,,0.01,2006.0
12925,Ratchet & Clank Future: Quest for Booty,Platform,E10,PSN,Sony Computer Entertainment,Insomniac Games,7.7,8.7,0.09,0.01,0.06,,0.02,2008.0
12926,Freestyle Metal X,Racing,T,PS2,Midway Games,Deibus Studios,,,0.09,0.04,0.03,,0.01,2003.0
12927,Karaoke Revolution Presents American Idol Encore 2,Misc,E10,X360,Konami,Blitz Games,,,0.09,0.08,,,0.01,2008.0
12928,Pipe Mania,Puzzle,E,DS,Empire Interactive,Razorworks Studios,,,0.09,0.08,0.01,,0.01,2008.0
12929,Sidewinder Max,Simulation,,PS2,Asmik Ace Entertainment,Asmik Ace Entertainment,,,0.09,,,0.09,,2000.0
12930,Kenka Banchou 2: Full Throttle,Action,,PS2,Spike,YSK,,,0.09,,,0.09,,2007.0
12931,Mahjong Cub3D,Puzzle,E,3DS,Atlus,SunSoft,6.9,,0.09,0.07,,0.02,0.01,2011.0
12932,Summon Night 6: Lost Borders,Role-Playing,T,PS4,Gaijinworks,Media.Vision,,,0.09,0.03,,0.05,0.01,2017.0
12933,Dark Angel: Vampire Apocalypse,Role-Playing,T,PS2,Metro 3D,Metro3D,4.6,,0.09,0.04,0.03,,0.01,2001.0
12934,Momu-chan Diet Wii: Figurobics by Chon Dayon,Misc,,Wii,Hudson Soft,IE Institute,,,0.09,,,0.09,,2010.0
12935,Pro Evolution Soccer 2018,Sports,E,PS3,Konami Digital Entertainment,Konami Digital Entertainment,,,0.09,0.01,0.04,0.03,0.01,2017.0
12936,Star Wars: Empire at War - Gold Pack,Strategy,T,PC,LucasArts,Petroglyph Games,,,0.09,0.01,0.07,,0.01,2007.0
12937,Family GameShow,Misc,E,Wii,Storm City Games,Zushi Games Ltd,,,0.09,0.08,0.0,,0.01,2010.0
12938,Life Is Strange: Before the Storm,Adventure,M,XOne,Square Enix,Deck Nine,,,0.09,0.07,0.0,,0.01,2018.0
12939,Dark Rose Valkyrie,Role-Playing,T,PS4,Idea Factory International,Compile Heart,,,0.09,0.04,,0.04,0.01,2017.0
12940,Atelier Totori: The Adventurer of Arland,Role-Playing,T,PSV,Gust,Gust,,,0.09,,,0.09,,2012.0
12941,No More Heroes: Red Zone,Action,,PS3,Marvelous Interactive,FeelPlus,,,0.09,,,0.09,,2011.0
12942,Remington Super Slam Hunting: Alaska,Sports,T,Wii,Mastiff,Mastiff,,,0.09,0.08,,,0.01,2011.0
12943,Supreme Commander,Strategy,E10,X360,Aspyr,Gas Powered Games,5.7,,0.09,0.07,0.01,,0.01,2008.0
12944,Super Puzzle Fighter II,Puzzle,E,GBA,Capcom,Atomic Planet Entertainment,,,0.09,0.06,0.02,,0.0,2003.0
12945,BlazBlue: Continuum Shift EXTEND,Fighting,T,PS3,Aksys Games,Arc System Works,,,0.09,,0.0,0.09,0.0,2012.0
12946,Petz: Saddle Club,Simulation,E,PSP,Ubisoft,Digital Kids,,,0.09,0.08,,,0.01,2009.0
12947,Rock Band Country Track Pack 2,Misc,E10,Wii,MTV Games,Harmonix Music Systems,,,0.09,0.08,,,0.01,2011.0
12948,Knights in the Nightmare,Role-Playing,T,PSP,Atlus,Sting,8.0,,0.09,0.06,,0.02,0.01,2010.0
12949,Battle Stadium D.O.N,Fighting,,GC,Namco Bandai,Eighting,,,0.09,,,0.09,0.0,2006.0
12950,Red Bull BC One,Misc,E,DS,Ignition Entertainment,Playlogic Game Factory,,,0.09,0.08,,,0.01,2008.0
12951,Karaoke Revolution Presents American Idol Encore,Misc,E,PS3,Konami,Blitz Games,,,0.09,0.08,,,0.01,2008.0
12952,Just Dance: Disney Party 2,Music,E,WiiU,Ubisoft,Ubisoft San Francisco,,,0.09,0.07,0.01,,0.01,2015.0
12953,The Wolf Among Us,Adventure,,XOne,Telltale Games,Telltale Games,,,0.09,0.06,0.02,,0.01,2014.0
12954,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,Action,,DS,Namco Bandai,Bandai Namco Games,,,0.09,,,0.09,,2010.0
12955,Kurikin: Nano Island Story,Role-Playing,,DS,Nintendo,Media Kite,,,0.09,,,0.09,,2007.0
12956,Grand Theft Auto: Episodes from Liberty City,Action,M,PC,Rockstar Games,Rockstar North,,,0.09,,0.08,,0.01,2010.0
12957,Transworld Snowboarding,Sports,T,XB,Atari,Housemarque,,,0.09,0.07,0.02,,0.0,2002.0
12958,NFL Blitz 20-02,Sports,E,GC,Midway Games,Point of View,,,0.09,0.07,0.02,,0.0,2002.0
12959,R-Type Command,Strategy,E10,PSP,Atlus,Irem Software Engineering,,,0.09,0.07,0.0,0.01,0.02,2008.0
12960,Sniper Elite,Shooter,M,XB,Namco,Rebellion Developments,,,0.09,0.07,0.02,,0.0,2005.0
12961,World Soccer Winning Eleven 8 International,Sports,E,XB,Konami,Konami Computer Entertainment Tokyo,,,0.09,0.07,0.02,,0.0,2005.0
